parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
087812,MARRIAGE AND DOMESTIC RELATIONS,087897,GROUNDS FOR DIVORCE OR SEPARATION,0,7,087894=GROUNDS FOR DISSOLUTION OR SEPARATION,1
087812,MARRIAGE AND DOMESTIC RELATIONS,087860,DISSOLUTION OF MARRIAGE,0,9,087847=DISSOLUTION AND SEPARATION;087870=DIVORCE AND SEPARATION;087933=MARITAL DISSOLUTION AND SEPARATION;087988=MARRIAGE DISSOLUTION AND INVALIDATION,4
087812,MARRIAGE AND DOMESTIC RELATIONS,087911,MARITAL AGREEMENTS,0,2,087816=AGREEMENTS RELATING TO MARRIAGE;087819=AGREEMENTS TO MARRY;087834=ANTENUPTIAL AGREEMENTS,3
087812,MARRIAGE AND DOMESTIC RELATIONS,088077,VALIDITY OF MARRIAGE,0,1,088073=VALIDITY AND EFFECTS OF MARRIAGE;088075=VALIDITY AND VOIDABILITY OF MARRIAGE,2
087812,MARRIAGE AND DOMESTIC RELATIONS,087884,FINANCIAL OBLIGATIONS,0,2,087886=FINANCIAL OBLIGATIONS AND LIABILITIES;087888=FINANCIAL OBLIGATIONS AND RIGHTS,2
087812,MARRIAGE AND DOMESTIC RELATIONS,088071,SPOUSAL SUPPORT OBLIGATIONS,0,1,088067=SPOUSAL SUPPORT AND ALLOWANCES,1
087812,MARRIAGE AND DOMESTIC RELATIONS,087966,MARITAL PROPERTY RIGHTS,0,6,087964=MARITAL PROPERTY;087998=PROPERTY RIGHTS BETWEEN SPOUSES;088001=PROPERTY RIGHTS IN MARRIAGE,3
087812,MARRIAGE AND DOMESTIC RELATIONS,087843,DESERTION AND ABANDONMENT,1,5,087813=ABANDONMENT,1
087847,DISSOLUTION AND SEPARATION,087854,DESERTION AND ABANDONMENT,1,1,087848=ABANDONMENT,1
087860,DISSOLUTION OF MARRIAGE,087869,HISTORY OF DIVORCE,3,0,087868=HISTORICAL DEVELOPMENT OF DIVORCE,1
087860,DISSOLUTION OF MARRIAGE,087862,DIVORCE,2,0,087863=DIVORCE FROM THE BONDS OF MATRIMONY,1
087897,GROUNDS FOR DIVORCE OR SEPARATION,087906,WILLFUL DESERTION,1,0,087900=DESERTION,1
087913,MARITAL BREAKDOWN,087914,ABANDONMENT,2,0,087915=ABANDONMENT AND DESERTION;087916=DESERTION,2
087920,MARITAL BREAKDOWN AND DISSOLUTION,087922,DESERTION,0,2,087924=DESERTION AND ABANDONMENT,1
087948,ABANDONMENT AND DESERTION,087950,DURESS OR COERCION AS A FACTOR IN DESERTION,2,0,087949=DURESS OR COERCION AS A FACTOR IN ABANDONMENT,1
088026,SEPARATION AND DIVORCE,088029,SEPARATION AGREEMENTS,2,2,088032=SEPARATION AGREEMENTS AND DEEDS,1
088038,SPOUSAL DUTIES AND OBLIGATIONS,088042,DUTY TO SEEK RENEWAL OF COHABITATION,2,0,088041=DUTY TO RENEW COHABITATION AFTER DESERTION,1
088088,MARRIAGE AND MARITAL RELATIONS,088089,RIGHTS AND DUTIES OF SPOUSES,0,0,088091=RIGHTS AND OBLIGATIONS BETWEEN SPOUSES,1
088094,MARRIAGE AND MARITAL RELATIONSHIPS,088115,ANTENUPTIAL AGREEMENTS,0,5,088120=ANTENUPTIAL AGREEMENTS AND SETTLEMENTS,1
088094,MARRIAGE AND MARITAL RELATIONSHIPS,088173,MUTUAL DUTIES AND OBLIGATIONS,0,25,088150=MARITAL DUTIES AND OBLIGATIONS;088152=MARITAL DUTIES AND RIGHTS;088165=MARITAL RIGHTS AND OBLIGATIONS;088182=MUTUAL DUTIES AND OBLIGATIONS OF SPOUSES;088184=MUTUAL DUTIES AND RIGHTS OF SPOUSES;088187=MUTUAL OBLIGATIONS OF SPOUSES;088202=RIGHTS AND DUTIES BETWEEN SPOUSES;088206=RIGHTS AND DUTIES OF SPOUSES;088208=RIGHTS AND OBLIGATIONS BETWEEN SPOUSES;088210=RIGHTS AND OBLIGATIONS OF SPOUSES,10
088094,MARRIAGE AND MARITAL RELATIONSHIPS,088095,AGREEMENTS TO MARRY,0,1,088141=ENGAGEMENT AND PROMISE TO MARRY,1
088094,MARRIAGE AND MARITAL RELATIONSHIPS,088159,MARITAL PROPERTY RIGHTS,0,6,088194=PROPERTY RIGHTS BETWEEN SPOUSES;088198=PROPERTY RIGHTS OF SPOUSES,2
088096,BREACH OF PROMISE TO MARRY,088101,DEFENSES AND OBJECTIONS TO ENFORCEMENT,1,0,088099=DEFENSES AND EXCUSES,1
088124,BREACH OF PROMISE TO MARRY,088129,DAMAGES AND REMEDIES,0,1,088134=LEGAL EFFECTS AND REMEDIES,1
088173,MUTUAL DUTIES AND OBLIGATIONS,088175,FINANCIAL SUPPORT AND LIABILITY,1,1,088178=SPOUSAL SUPPORT AND FINANCIAL OBLIGATIONS,1
088260,"MARRIAGE, DIVORCE, AND SEPARATION",088264,GENERAL PRINCIPLES,2,0,088265=LEGAL DOCTRINES AND PRINCIPLES,1
088276,PARENT-CHILD RELATIONSHIP,088278,CHILD CUSTODY,0,0,088280=CHILD CUSTODY AND WELFARE,1
088282,PARENT-CHILD RELATIONSHIPS,088302,CUSTODY AND VISITATION,0,6,088292=CHILD CUSTODY AND VISITATION,1
088282,PARENT-CHILD RELATIONSHIPS,088300,CUSTODY AND SUPPORT,0,2,088289=CHILD CUSTODY AND SUPPORT,1
088282,PARENT-CHILD RELATIONSHIPS,088284,CHILD CUSTODY,1,6,088296=CUSTODY AND CARE OF CHILDREN,1
088335,FAMILY LAW AND DOMESTIC RELATIONS,088404,MARITAL PROPERTY RIGHTS,0,9,088396=MARITAL PROPERTY AND FINANCIAL RIGHTS;088399=MARITAL PROPERTY AND LIABILITIES;088666=MARRIAGE AND MATRIMONIAL PROPERTY;088674=MARRIAGE AND SPOUSAL PROPERTY,4
088335,FAMILY LAW AND DOMESTIC RELATIONS,088350,DISSOLUTION AND TERMINATION OF MARRIAGE,0,1,088691=MARRIAGE DISSOLUTION AND DIVORCE,1
088335,FAMILY LAW AND DOMESTIC RELATIONS,088622,MARRIAGE AND MARITAL RIGHTS,0,8,088422=MARITAL RIGHTS AND INTERESTS;088425=MARITAL RIGHTS AND OBLIGATIONS;088619=MARRIAGE AND MARITAL OBLIGATIONS;088632=MARRIAGE AND MARITAL RIGHTS AND DUTIES;088669=MARRIAGE AND MATRIMONIAL RIGHTS;088685=MARRIAGE AND SPOUSAL RIGHTS,6
088335,FAMILY LAW AND DOMESTIC RELATIONS,088420,MARITAL RELATIONSHIPS,0,5,088390=HUSBAND-WIFE RELATIONSHIP AND MARRIAGE;088603=MARRIAGE AND HUSBAND-WIFE RELATIONS;088677=MARRIAGE AND SPOUSAL RELATIONS;088681=MARRIAGE AND SPOUSAL RELATIONSHIPS,4
088335,FAMILY LAW AND DOMESTIC RELATIONS,088793,PARENTAL RIGHTS AND CHILD CUSTODY,0,1,"088786=PARENTAGE, CUSTODY, AND GUARDIANSHIP;088806=PARENTAL RIGHTS, CUSTODY, AND GUARDIANSHIP",2
088335,FAMILY LAW AND DOMESTIC RELATIONS,088635,MARRIAGE AND MARITAL STATUS,0,22,088433=MARITAL STATUS AND SPOUSAL RELATIONSHIPS;088671=MARRIAGE AND MATRIMONIAL STATUS;088688=MARRIAGE AND SPOUSAL STATUS,3
088335,FAMILY LAW AND DOMESTIC RELATIONS,088740,PARENT AND CHILD,0,19,088752=PARENT-CHILD RELATIONSHIP;088768=PARENT-CHILD RELATIONSHIPS AND STATUS,2
088335,FAMILY LAW AND DOMESTIC RELATIONS,088698,"MARRIAGE, DIVORCE, AND SEPARATION",0,21,088356=DIVORCE AND SEPARATION;088369=DIVORCE AND SEPARATION PROCEEDINGS,2
088335,FAMILY LAW AND DOMESTIC RELATIONS,088796,PARENTAL RIGHTS AND DUTIES,0,4,088799=PARENTAL RIGHTS AND OBLIGATIONS;088802=PARENTAL RIGHTS AND RESPONSIBILITIES,2
088335,FAMILY LAW AND DOMESTIC RELATIONS,088777,PARENTAGE AND PATERNITY,0,1,088774=PARENTAGE AND PARENTAL STATUS,1
088335,FAMILY LAW AND DOMESTIC RELATIONS,088607,MARRIAGE AND MARITAL AGREEMENTS,0,2,088616=MARRIAGE AND MARITAL CONTRACTS,1
088373,"DIVORCE, SEPARATION, AND ALIMONY",088374,ALIMONY,0,1,088377=ALIMONY OBLIGATIONS,1
088404,MARITAL PROPERTY RIGHTS,088412,ELECTION OF RIGHTS,0,2,088416=SPOUSAL ELECTIVE RIGHTS,1
088428,SPOUSAL INHERITANCE AND DOWER,088430,WIDOW'S ELECTION OF RIGHTS,1,0,088429=WIDOW'S ELECTION BETWEEN CONTRACT AND DOWER,1
088435,MARRIAGE,088438,BIGAMY,0,3,088442=BIGAMY AND POLYGAMY,1
088435,MARRIAGE,088457,FORMALITIES AND CELEBRATION,0,3,088487=MARRIAGE LICENSING AND FORMALITIES;088499=SOLEMNIZATION AND CELEBRATION,2
088435,MARRIAGE,088459,FORMATION AND LEGAL REQUIREMENTS OF MARRIAGE,1,7,088460=FORMATION AND VALIDITY;088462=FORMATION AND VALIDITY OF MARRIAGE,2
088435,MARRIAGE,088523,VALIDITY AND VOIDABILITY OF MARRIAGE,0,4,088520=VALIDITY AND VOIDABILITY,1
088435,MARRIAGE,088485,MARITAL PROPERTY RIGHTS,0,2,088497=PROPERTY RIGHTS AND INTERESTS IN MARRIAGE,1
088435,MARRIAGE,088470,HUSBAND AND WIFE,0,3,088473=HUSBAND-WIFE RELATIONSHIPS;088501=SPOUSAL STATUS AND RELATIONSHIP,2
088435,MARRIAGE,088476,IMPEDIMENTS TO MARRIAGE,0,3,088481=LEGAL IMPEDIMENTS TO MARRIAGE,1
088435,MARRIAGE,088534,VOIDABILITY AND ANNULMENT,0,2,088537=VOIDABLE MARRIAGES AND ANNULLMENT,1
088556,MARRIAGE AND DIVORCE,088561,DEFENSES AND BARS TO DIVORCE,0,2,088563=DEFENSES IN DIVORCE PROCEEDINGS,1
088556,MARRIAGE AND DIVORCE,088597,SPOUSAL SUPPORT,0,2,088599=SPOUSAL SUPPORT AND ALIMONY,1
088568,DIVORCE AND SEPARATION,088569,DEFENSES IN DIVORCE ACTIONS,0,2,088571=DEFENSES IN DIVORCE PROCEEDINGS,1
088635,MARRIAGE AND MARITAL STATUS,088642,DISSOLUTION AND DIVORCE,0,3,088649=DIVORCE AND DISSOLUTION OF MARRIAGE,1
088698,"MARRIAGE, DIVORCE, AND SEPARATION",088729,SEPARATION AND DESERTION,0,2,088708=DESERTION AND ABANDONMENT,1
088698,"MARRIAGE, DIVORCE, AND SEPARATION",088731,TERMINATION OF MARITAL STATUS,0,2,088710=DISSOLUTION AND TERMINATION OF MARRIAGE,1
088698,"MARRIAGE, DIVORCE, AND SEPARATION",088707,DEFENSES IN MATRIMONIAL ACTIONS,1,1,088705=DEFENSES AND ESTOPPEL IN DOMESTIC DISPUTES,1
088753,ADOPTION,088754,EFFECT OF ADOPTION,3,0,088755=LEGAL EFFECTS OF ADOPTION,1
088873,"FAMILY LAW, DOMESTIC RELATIONS, AND MARITAL STATUS",088877,MARRIAGE AND DIVORCE,0,1,088881=MARRIAGE AND MARITAL DISSOLUTION,1
088938,FAMILY RELATIONS AND DOMESTIC STATUS,088948,MARRIAGE AND SPOUSAL RELATIONS,0,1,088941=MARRIAGE,1
088956,FAMILY RELATIONSHIPS,088981,MARITAL RELATIONSHIPS,0,20,089215=MARRIAGE AND MATRIMONIAL RELATIONS;089222=MARRIAGE AND SPOUSAL RELATIONS,2
088956,FAMILY RELATIONSHIPS,088970,GUARDIANSHIP,0,3,088967=GUARDIAN AND WARD,1
088956,FAMILY RELATIONSHIPS,089149,MARRIAGE AND DIVORCE,0,3,089142=MARRIAGE AND DISSOLUTION,1
088956,FAMILY RELATIONSHIPS,089310,PARENT-CHILD RELATIONSHIP,3,67,089234=PARENT AND CHILD,1
088956,FAMILY RELATIONSHIPS,089408,PARENTAGE AND FILIATION,0,4,089402=PARENTAGE,1
088981,MARITAL RELATIONSHIPS,089009,SPOUSAL DUTIES,0,3,088986=DUTIES AND OBLIGATIONS BETWEEN SPOUSES;088992=MARITAL DUTIES AND OBLIGATIONS;089004=RIGHTS AND DUTIES BETWEEN SPOUSES;089006=RIGHTS AND OBLIGATIONS BETWEEN SPOUSES,4
088981,MARITAL RELATIONSHIPS,088998,PROPERTY RIGHTS BETWEEN SPOUSES,0,6,088994=PROPERTY RIGHTS AND INTERESTS;089002=PROPERTY RIGHTS IN MARRIAGE,2
089020,MARRIAGE,089117,RIGHTS AND OBLIGATIONS BETWEEN SPOUSES,0,21,089065=MARITAL DUTIES AND OBLIGATIONS;089075=MARITAL RIGHTS AND DUTIES;089079=MARITAL RIGHTS AND OBLIGATIONS;089103=RIGHTS AND DUTIES BETWEEN SPOUSES;089109=RIGHTS AND DUTIES OF SPOUSES;089111=RIGHTS AND LIABILITIES BETWEEN SPOUSES;089115=RIGHTS AND OBLIGATIONS ARISING FROM MARRIAGE;089127=SPOUSAL RIGHTS AND DUTIES;089132=SPOUSAL RIGHTS AND LIABILITIES,9
089020,MARRIAGE,089052,FORMATION AND VALIDITY,0,3,089086=MARRIAGE FORMATION AND VALIDITY,1
089020,MARRIAGE,089083,MARRIAGE FORMALITIES AND CELEBRATION,1,0,089084=MARRIAGE FORMALITIES AND RECOGNITION,1
089020,MARRIAGE,089040,DISSOLUTION AND DIVORCE,0,6,089044=DISSOLUTION OF MARRIAGE;089134=TERMINATION OF MARRIAGE,2
089020,MARRIAGE,089021,AGREEMENTS AFFECTING MARRIAGE,0,2,089023=AGREEMENTS RELATED TO MARRIAGE,1
089020,MARRIAGE,089098,PROPERTY RIGHTS AND INTERESTS,0,2,089100=PROPERTY RIGHTS BETWEEN SPOUSES,1
089020,MARRIAGE,089057,LEGAL EFFECTS OF MARRIAGE,0,2,089060=LEGAL PRESUMPTIONS AND EFFECTS OF MARRIAGE,1
089020,MARRIAGE,089039,DEFINITION AND NATURE OF MARRIAGE,1,0,089092=NATURE AND LEGAL STATUS OF MARRIAGE,1
089020,MARRIAGE,089033,CAPACITY TO MARRY,0,2,089035=CONSENT AND CAPACITY TO MARRY,1
089149,MARRIAGE AND DIVORCE,089153,DIVORCE,0,2,089155=DIVORCE AND SEPARATION,1
089159,AGREEMENTS TO MARRY,089160,BREACH OF PROMISE TO MARRY,7,8,089169=ENFORCEABILITY AND BREACH OF PROMISE TO MARRY,1
089181,BREACH OF PROMISE TO MARRY,089184,DEFENSES AND EXCUSES FOR NON-PERFORMANCE,2,0,089186=EXCEPTIONS AND DEFENSES TO BREACH OF PROMISE CLAIMS,1
089193,BREACH OF PROMISE TO MARRY,089197,LEGAL ANALOGIES AND PRECEDENTS,1,0,089196=JUDICIAL DECISIONS AND PRECEDENTS,1
089222,MARRIAGE AND SPOUSAL RELATIONS,089226,SEPARATION AND DIVORCE,0,2,089223=MARRIAGE DISSOLUTION AND SEPARATION,1
089234,PARENT AND CHILD,089280,LEGITIMACY AND ILLEGITIMACY OF CHILDREN,1,2,089274=ILLEGITIMACY AND LEGITIMATION;089276=LEGITIMACY;089278=LEGITIMACY AND ILLEGITIMACY;089281=LEGITIMATION OF CHILDREN,4
089234,PARENT AND CHILD,089247,CHILDREN'S RIGHTS,0,3,089249=CHILDREN'S RIGHTS AND CAPACITIES;089251=CHILDREN'S RIGHTS AND INTERESTS,2
089234,PARENT AND CHILD,089260,CUSTODY OF CHILDREN,1,1,089235=CHILD CUSTODY;089253=CUSTODY AND CONTROL,2
089234,PARENT AND CHILD,089289,PARENTAL LIABILITY,0,2,089291=PARENTAL OBLIGATIONS,1
089234,PARENT AND CHILD,089244,CHILDREN'S PROPERTY RIGHTS,0,2,089242=CHILDREN'S PROPERTY AND FINANCIAL INTERESTS,1
089234,PARENT AND CHILD,089286,PARENTAL DUTIES AND OBLIGATIONS,0,4,089284=PARENTAL DUTIES AND LIABILITIES;089293=PARENTAL OBLIGATIONS AND LIABILITIES,2
089234,PARENT AND CHILD,089295,PARENTAL RIGHTS AND DUTIES,0,0,089301=PARENTAL RIGHTS AND OBLIGATIONS,1
089310,PARENT-CHILD RELATIONSHIP,089318,LEGITIMACY OF CHILDREN,2,1,089316=LEGITIMACY,1
089325,PARENT-CHILD RELATIONSHIPS,089400,RIGHTS AND DUTIES OF PARENTS AND CHILDREN,2,0,089401=RIGHTS AND OBLIGATIONS OF PARENTS AND CHILDREN,1
089325,PARENT-CHILD RELATIONSHIPS,089383,PARENTAL RIGHTS AND DUTIES,0,19,089398=PARENTAL RIGHTS AND OBLIGATIONS,1
089325,PARENT-CHILD RELATIONSHIPS,089333,CHILD SUPPORT OBLIGATIONS,1,1,089331=CHILD SUPPORT,1
089325,PARENT-CHILD RELATIONSHIPS,089373,PARENTAL OBLIGATIONS,0,6,089350=DUTIES AND OBLIGATIONS OF PARENTS;089370=PARENTAL DUTIES,2
089325,PARENT-CHILD RELATIONSHIPS,089330,CHILD CUSTODY,2,3,089335=CUSTODY,1
089325,PARENT-CHILD RELATIONSHIPS,089328,APPLICATION OF LEGAL MAXIMS TO PARENT-CHILD RELATIONSHIPS,2,0,089329=APPLICATION OF LEGAL MAXIMS TO PARENTAL AND FILIAL RELATIONS,1
089358,LEGITIMACY AND ILLEGITIMACY,089362,STATUS OF ILLEGITIMATE CHILDREN,1,0,089359=DEFINITION AND STATUS OF BASTARDS,1
089373,PARENTAL OBLIGATIONS,089376,CHILD SUPPORT OBLIGATIONS,1,1,089374=CHILD SUPPORT,1
089383,PARENTAL RIGHTS AND DUTIES,089384,CHILD CUSTODY,0,3,089386=CUSTODY AND CONTROL;089388=CUSTODY OF MINORS,2
089408,PARENTAGE AND FILIATION,089409,LEGITIMACY,0,3,089417=LEGITIMACY OF CHILDREN,1
089432,FAMILY RELATIONSHIPS AND DOMESTIC LAW,089433,GUARDIANSHIP,0,3,089438=GUARDIANSHIP AND WARD RELATIONSHIPS,1
089445,FAMILY RELATIONSHIPS AND DOMESTIC MATTERS,089446,MARRIAGE AND MARITAL AGREEMENTS,0,1,089450=MARRIAGE AND MARRIAGE-LIKE AGREEMENTS,1
089458,FAMILY RELATIONSHIPS AND DOMESTIC RELATIONS,089462,GUARDIANSHIP,0,3,089459=GUARDIAN AND WARD RELATIONSHIP;089464=GUARDIANSHIP AND WARD RELATIONSHIPS,2
089485,FAMILY RELATIONSHIPS AND DOMESTIC RIGHTS,089486,GUARDIAN AND WARD,0,2,089489=GUARDIANSHIP AND WARD RELATIONSHIPS,1
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089584,MARRIAGE AND MARITAL RIGHTS,0,6,089513=MARITAL AND DOMESTIC RIGHTS;089522=MARITAL AND SPOUSAL RIGHTS;089554=MARITAL RIGHTS AND INTERESTS;089559=MARITAL RIGHTS AND OBLIGATIONS;089615=MARRIAGE AND SPOUSAL RIGHTS;089640=SPOUSAL RIGHTS AND INTERESTS;089645=SPOUSAL RIGHTS AND OBLIGATIONS,7
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089637,SPOUSAL AND PARENTAL RIGHTS,0,2,089634=SPOUSAL AND PARENT-CHILD RIGHTS,1
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089507,INTESTATE SUCCESSION AND DISTRIBUTION,0,4,089503=INTESTATE SUCCESSION,1
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089532,MARITAL RELATIONSHIPS,0,12,089519=MARITAL AND SPOUSAL RELATIONSHIPS;089581=MARRIAGE AND MARITAL RELATIONSHIPS;089612=MARRIAGE AND MATRIMONIAL RELATIONSHIPS,3
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089573,MARRIAGE AND DISSOLUTION,0,2,089576=MARRIAGE AND ITS DISSOLUTION,1
089497,FAMILY RELATIONSHIPS AND DOMESTIC STATUS,089498,GUARDIANSHIP,0,2,089500=GUARDIANSHIP AND WARD RELATIONSHIPS,1
089528,MARITAL PROPERTY RIGHTS,089529,SEPARATE PROPERTY AND EARNINGS,1,1,089530=SEPARATE PROPERTY OF SPOUSES,1
089532,MARITAL RELATIONSHIPS,089542,SPOUSAL LIABILITY,0,2,089537=LIABILITY BETWEEN SPOUSES,1
089532,MARITAL RELATIONSHIPS,089544,SPOUSAL RIGHTS AND INTERESTS,0,5,089539=RIGHTS AND INTERESTS ARISING FROM MARRIAGE;089548=SPOUSAL RIGHTS AND OBLIGATIONS,2
089554,MARITAL RIGHTS AND INTERESTS,089557,DOWER RIGHTS,0,2,089555=DOWER AND CURTESY,1
089594,MARRIAGE AND MARITAL STATUS,089601,PROHIBITED MARRIAGES,0,3,089598=PROHIBITED AND VOID MARRIAGES;089603=PROHIBITED MARRIAGES AND AFFINITY RULES,2
089594,MARRIAGE AND MARITAL STATUS,089607,VALIDITY AND LEGALITY OF MARRIAGE,1,3,089605=VALIDITY AND FORMALITIES OF MARRIAGE;089608=VALIDITY AND RECOGNITION OF MARRIAGE;089610=VALIDITY AND VOIDABILITY OF MARRIAGE,3
089621,PARENT-CHILD RELATIONSHIPS,089624,CUSTODY OF CHILDREN,1,1,089622=CUSTODY AND CONTROL,1
089621,PARENT-CHILD RELATIONSHIPS,089630,PARENTAL RIGHTS AND DUTIES,0,2,089632=RIGHTS AND DUTIES OF PARENTS AND CHILDREN,1
089645,SPOUSAL RIGHTS AND OBLIGATIONS,089652,SURVIVING SPOUSE RIGHTS,0,2,089647=SURVIVING SPOUSE ELECTION RIGHTS;089649=SURVIVING SPOUSE ENTITLEMENTS,2
089675,FAMILY RELATIONSHIPS AND STATUS,089691,GUARDIAN AND WARD,0,6,089698=GUARDIAN AND WARD RELATIONSHIP;089702=GUARDIANSHIP;089705=GUARDIANSHIP AND WARDSHIP,3
089675,FAMILY RELATIONSHIPS AND STATUS,089735,MARITAL RELATIONSHIPS,0,2,089730=MARITAL AND DOMESTIC RELATIONSHIPS;089776=MARRIAGE AND MARITAL RELATIONSHIP,2
089675,FAMILY RELATIONSHIPS AND STATUS,089781,MARRIAGE AND MARITAL STATUS,0,1,089784=MARRIAGE AND SPOUSAL STATUS,1
089675,FAMILY RELATIONSHIPS AND STATUS,089710,INHERITANCE RIGHTS,0,2,089713=INHERITANCE RIGHTS AND INTESTATE SUCCESSION,1
089675,FAMILY RELATIONSHIPS AND STATUS,089725,LEGITIMACY AND ILLEGITIMACY,0,4,089708=ILLEGITIMACY AND LEGITIMATION,1
089675,FAMILY RELATIONSHIPS AND STATUS,089808,PARENT-CHILD RELATIONSHIPS,0,18,089791=PARENT AND CHILD;089840=PARENT-CHILD STATUS,2
089691,GUARDIAN AND WARD,089694,GUARDIAN'S DUTIES AND OBLIGATIONS,0,2,089692=GUARDIAN'S AUTHORITY AND RESPONSIBILITIES,1
089717,INTESTATE SUCCESSION AND DISTRIBUTION,089720,NEXT OF KIN,0,2,089718=DEFINITION AND SCOPE OF NEXT OF KIN,1
089741,MARRIAGE,089750,MARRIAGE VALIDITY,0,2,089744=FORMATION AND VALIDITY,1
089800,LEGITIMACY AND ILLEGITIMACY,089802,DETERMINATION OF LEGITIMACY,1,0,089801=COMMON LAW RULES OF LEGITIMACY,1
089808,PARENT-CHILD RELATIONSHIPS,089826,INHERITANCE RIGHTS,1,3,089827=INHERITANCE RIGHTS OF CHILDREN,1
089808,PARENT-CHILD RELATIONSHIPS,089831,LEGITIMACY AND ILLEGITIMACY,0,7,089816=ILLEGITIMACY AND LEGITIMATION;089837=LEGITIMACY AND LEGITIMATION,2
089817,RIGHTS OF ILLEGITIMATE CHILDREN,089820,INHERITANCE AND GIFTS,2,0,089819=INHERITANCE AND DEVISES TO ILLEGITIMATE CHILDREN,1
089831,LEGITIMACY AND ILLEGITIMACY,089836,RIGHTS AND STATUS OF ILLEGITIMATE CHILDREN,2,0,089835=RIGHTS AND INHERITANCE OF ILLEGITIMATE CHILDREN,1
089881,FIDUCIARIES,089885,EXECUTORS AND ADMINISTRATORS,0,24,089925=PERSONAL REPRESENTATIVES;089947=TRUSTEES AND EXECUTORS,2
089885,EXECUTORS AND ADMINISTRATORS,089901,DUTIES AND LIABILITIES,0,1,089904=DUTIES AND OBLIGATIONS,1
089885,EXECUTORS AND ADMINISTRATORS,089897,COMPENSATION OF EXECUTORS AND ADMINISTRATORS,4,4,089891=COMPENSATION AND ALLOWANCES;089893=COMPENSATION AND FEES,2
089885,EXECUTORS AND ADMINISTRATORS,089921,STATUS AND AUTHORITY AFTER FINAL SETTLEMENT,2,0,089920=STATUS AND AUTHORITY AFTER FINAL ACCOUNTING OR SETTLEMENT,1
089925,PERSONAL REPRESENTATIVES,089934,STATUS AND AUTHORITY OF EXECUTORS AND ADMINISTRATORS,3,1,089928=EXECUTORS AND ADMINISTRATORS,1
089928,EXECUTORS AND ADMINISTRATORS,089929,COMPENSATION,2,0,089930=COMPENSATION OF EXECUTORS AND ADMINISTRATORS,1
089936,TRUSTEES,089942,POWERS AND DUTIES OF TRUSTEES,1,0,"089943=POWERS, DUTIES, AND LIABILITIES",1
089936,TRUSTEES,089941,DUTIES OF TRUSTEES,1,1,089945=TRUSTEE DUTIES AND OBLIGATIONS,1
089952,FIDUCIARIES AND ESTATE REPRESENTATIVES,089953,EXECUTORS AND ADMINISTRATORS,0,13,089961=PERSONAL REPRESENTATIVES AND ADMINISTRATORS;089964=PERSONAL REPRESENTATIVES OF DECEDENTS' ESTATES,2
089977,FIDUCIARIES AND OFFICIAL REPRESENTATIVES,089981,EXECUTORS AND ADMINISTRATORS,0,0,089978=ESTATE ADMINISTRATORS AND EXECUTORS,1
089990,ESTATE ADMINISTRATION,089997,SUCCESSOR PERSONAL REPRESENTATIVES,0,3,089993=SUCCESSION OF PERSONAL REPRESENTATIVES;089995=SUCCESSION TO ADMINISTRATION AUTHORITY,2
089999,EXECUTORS AND ADMINISTRATORS,090028,POWERS AND AUTHORITY OF EXECUTORS,1,0,090031=POWERS OF EXECUTORS AND ADMINISTRATORS,1
089999,EXECUTORS AND ADMINISTRATORS,090004,APPOINTMENT AND QUALIFICATION,0,1,090006=APPOINTMENT OF ADMINISTRATORS,1
089999,EXECUTORS AND ADMINISTRATORS,090016,FIDUCIARY DUTIES AND OBLIGATIONS,0,2,090013=FIDUCIARY DUTIES AND ADMINISTRATION;090018=FIDUCIARY DUTIES AND RESTRAINTS,2
089999,EXECUTORS AND ADMINISTRATORS,090036,QUALIFICATIONS AND CAPACITY TO SERVE,1,1,090034=QUALIFICATION REQUIREMENTS,1
090051,FIDUCIARIES AND REPRESENTATIVES,090232,PERSONAL REPRESENTATIVES,0,23,090310=PERSONAL REPRESENTATIVES OF DECEDENTS;090338=PERSONAL REPRESENTATIVES OF DECEDENTS' ESTATES,2
090051,FIDUCIARIES AND REPRESENTATIVES,090075,EXECUTORS AND ADMINISTRATORS,0,82,090281=PERSONAL REPRESENTATIVES (EXECUTORS AND ADMINISTRATORS);090300=PERSONAL REPRESENTATIVES AND EXECUTORS,2
090051,FIDUCIARIES AND REPRESENTATIVES,090052,ADMINISTRATORS,0,4,090062=ESTATE ADMINISTRATORS,1
090052,ADMINISTRATORS,090053,APPOINTMENT,0,1,090055=APPOINTMENT AND AUTHORITY OF ADMINISTRATORS,1
090075,EXECUTORS AND ADMINISTRATORS,090105,BONDS AND SURETIES FOR FIDUCIARIES,1,2,090103=BONDS AND SURETIES;090219=SURETIES FOR EXECUTORS OR ADMINISTRATORS,2
090075,EXECUTORS AND ADMINISTRATORS,090170,POWERS AND AUTHORITY OF EXECUTORS,1,6,090092=AUTHORITY AND POWERS;090099=AUTHORITY AND POWERS OF EXECUTORS AND ADMINISTRATORS;090207=SOURCE AND SCOPE OF AUTHORITY,3
